customer_key;customer;customer_type;phone;address_number;customer_address_1;customer_address_2;customer_address_3;customer_address_4;division;division_name;line_of_business;business_family;business_unit;regional_sales_mgr;search_type;zip_code
10024262;Signature Shop;G2;816-455-8733;10024262;124 Hegenberger Loop;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;94621
10021804;Picka Superstore;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10021412;Panngea Shop;G2;816-455-8733;10021412;13101 SE 84th ave;Suite B;Não informado;Não informado;2;Domestic;Não informado;R4;1;S18;C;97015-9733
10024006;ScotGold Market;G2;816-455-8733;10024006;PO Box 57;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;44408
10002240;ACS Shop;G2;816-455-8733;10002240;50 Mystic Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;2155
10022166;QualityLogic Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S11;I;""
10022755;Real Supermarket;G1;816-455-8733;10022755;PO Box 86222;City Deep 2049;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10014469;Harte-Hanks Market;G2;816-455-8733;10014469;Accounting Department Service & Parts;PO Box 537940;Não informado;Não informado;2;Domestic;Não informado;O2;1;S12;C;48153-7940
10023778;Satronix Shop;G2;816-455-8733;10023778;PO Box 70;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;97123
10018623;K&M Supermarket;G2;816-455-8733;10018623;17 Perry Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R1;1;S5;C;39440
10025778;Valicert Midstore;G2;816-455-8733;10025778;1143 W 2nd Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;91766
10002159;ACI Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10024009;Scottish Supermarket;G2;816-455-8733;10024009;PO Box 582510;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S2;C;74158-2510
10021204;Pacific Store;G3;816-455-8733;10021204;480 Gordon Baker Road;Não informado;Não informado;Não informado;1;International;Não informado;R1;1;S4;C;M2H 3B4
10020281;Mb Market;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S16;C;""
10008893;Caravelle Shop;G2;816-455-8733;10008893;508 South First Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;98901
10022978;Relcom Shop;G2;816-455-8733;10022978;Não informado;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S16;I;Não informado
10009623;Chas Market;G2;816-455-8733;10009623;2125 Whitney Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;I;70056
10006805;Bitstream Shop;G1;816-455-8733;10006805;1801 NW 82nd Ave;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;33126
10025063;Taroch Mexistore;G1;816-455-8733;10025063;Private Mail Bag 53;St Peters NSW 2044;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10015011;Hederman Supermarket;G1;816-455-8733;10015011;Svarvarvagen 14;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10014810;Healtheon Shop;G2;816-455-8733;10014810;Attention: Accounts Payable Department;PO Box 8844;Não informado;Não informado;2;Domestic;Não informado;O1;1;S5;C;44711-8844
10011979;FiberPlex Shop;G1;816-455-8733;10011979;Rua Eng Ferreira Dia 241-243;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10025241;TeamStore;G1;816-455-8733;10025241;RU-3 Hamamatsu Nishi;PO Box 1;Não informado;Não informado;1;International;Não informado;R1;1;S5;C;432-8611
10026334;Wayne's Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10011198;e-MDs Shop;G2;816-455-8733;10011198;703 Waverly Street;Route 135;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;1702
10026839;Xtreme Shop;G2;816-455-8733;10026839;1201 Sycamore Avenue;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;38930
10023759;SASCO Store;G2;816-455-8733;10023759;106 B David Green Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;35244
10013188;Gartner Supermarket;G2;816-455-8733;10013188;PO Box 36409;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;28236
10017072;Iconation Shop;G2;816-455-8733;10017072;4200 S Morgan Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;60609
10019913;Livezone Supermarket;G3;816-455-8733;10019913;10901 Macleod Trail South;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S17;C;T2J 4L3
10025243;Teca-Print Shop;G2;816-455-8733;10025243;PO Box 5308;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;75608
10012234;Filmotype Shop;G2;816-455-8733;10012234;PO Box 4658;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;94540
10015495;Hennings;G2;816-455-8733;10015495;Attention:  Accounts Payable;686 South Adams;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;66105
10017828;Lee Megastore;G2;816-455-8733;10017828;PO Box 762;Não informado;Não informado;Não informado;2;Domestic;Não informado;R1;1;S20;C;90630
10019812;Lewis Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;C;""
10013312;Gate9th Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S9;C;""
10003720;Age Shop;G2;816-455-8733;10003720;2755 Kirila Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;16148
10016045;High Supermarket;G2;816-455-8733;10016045;1051 West 7th Street;Building # 2;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;53566
10023244;Revolutionary Supermarket;G2;816-455-8733;10023244;PO Box 899;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;38732-0899
10021283;PageBoy Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10021422;PAP Supermarket;G2;816-455-8733;10021422;3251 East Imperial Highway;Distributor #1111190;Não informado;Não informado;2;Domestic;Não informado;R1;1;S4;C;92621
10023235;ReviewBooth Shop;G2;816-455-8733;10023235;7600 South Santa Fe;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S3;C;77061
10025302;U.S. Market;G2;816-455-8733;10025302;4345 South West Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;74107
10019665;Labatt Supermarket;G2;816-455-8733;10019665;7940 New Jersey Avenue;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;46323
10007448;Cajun Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10002142;AccuCom Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;C;""
10000480;Abbotsbury Shop;G2;816-455-8733;10000480;Attention: Accounts Payable;PO Box 21502;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;85036-1502
10000474;A-ARVIN Store;G2;816-455-8733;10000474;PO Box 3265;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S9;C;50316
10020515;NBX Stores;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10009356;Central Supermarket;G2;816-455-8733;10009356;Global Motorsport Parts Inc;PO Box 1179;Não informado;Não informado;2;Domestic;Não informado;R1;1;S11;C;63702
10007183;C.O.F. Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S3;C;""
10025269;Toledo Market;G2;816-455-8733;10025269;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;66282-2990
10009679;Debenhams Supermarket;G2;816-455-8733;10009679;2400 Highway 19N;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;39307
10018603;K&K Supermarket;G1;816-455-8733;10018603;PO Box 12932;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10020931;OutPost Market;G2;816-455-8733;10020931;PO Box 549;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;59715
10001818;Acc Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10000496;AboveNet Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S9;C;""
10011521;Farr Market;G2;816-455-8733;10011521;32722 Highway 45;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;38860
10016588;Bounds Megaplace;G2;816-455-8733;10016588;6025 Corridor Parkway;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;78154-3214
10013574;Gebbie Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10027583;zNET Shop;G2;816-455-8733;10027583;Attention: Charlene Hoyer;500 North Morton Avenue;PO Box 474;Não informado;2;Domestic;Não informado;R2;1;S5;C;61550-0474
10010969;Edorex Supermarket;G2;816-455-8733;10010969;317 North Main Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;46516
10005688;Bien Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S9;C;""
10026438;PLAINFIELD Market;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10020663;Neos Gigaplace;G2;816-455-8733;10020663;540 South Rock Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;89431
10025418;Ultra-Image Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S3;C;""
10021936;Pink Supermarket;G2;816-455-8733;10021936;7779 Dixie Highway;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;40258
10009660;DDR Shop;G2;816-455-8733;10009660;PO box 204658;Não informado;Não informado;Não informado;2;Domestic;Não informado;R1;1;S22;C;30917-4658
10009639;Data Supermarket;G1;816-455-8733;10009639;Industriestrasse 17;8910 Affoltern AA;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10020393;Minneapolis Supermarket;G2;816-455-8733;10020393;2649 East Mulberry Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;80524
10025495;UniForum Shop;G2;816-455-8733;10025495;PO Box 100603;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S5;C;35210
10007866;Camros Shop;G1;816-455-8733;10007866;Rua Sepetiba 464;Não informado;Não informado;Não informado;1;International;M1;R3;1;S16;C;5052
10007355;CAF Market;G2;816-455-8733;10007355;3601 Amarillo Boulevard East;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;79107
10025250;TICOR Shop;G2;816-455-8733;10025250;8503 Hilltop Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;37363
10014238;Harbor Store;G1;816-455-8733;10014238;S Gravendam Seweg 53;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10018885;Kawneer Market;G2;816-455-8733;10018885;128 So. 2nd Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;83201
10010923;Edmark Shop;G1;816-455-8733;10010923;231 Yangjae Dong;Não informado;Não informado;Não informado;1;International;Não informado;O2;1;S1;C;137-938
10019420;Keystroke Market;G1;816-455-8733;10019420;PO Box 880 PC-112;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10005861;Big Supermarket;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10016564;Home Market;G2;816-455-8733;10016564;PO Box 2338;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;49685
10026522;XCOM Shop;G2;816-455-8733;10026522;4353 W 1900 N-48;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;46928
10013871;Grove Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;C;""
10026081;Ventana Maxistore;G1;816-455-8733;10026081;Weser Ems Strasse 2-4;Não informado;Não informado;Não informado;1;International;Não informado;O2;1;S1;C;D-28390
10010717;East Shop;G2;816-455-8733;10010717;208 W Main;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;66548
10021459;Papyrus Shop;G2;816-455-8733;10021459;Memphis PDC #19;Attention   Accounts Payable;PO Box 786;Não informado;2;Domestic;Não informado;O2;1;S12;C;38654-3703
10002746;Active Supermarket;G2;816-455-8733;10002746;1200 North Ellis Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;60106-1119
10025038;Tanager Shop;G2;816-455-8733;10025038;PO Box 568;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S11;C;17055
10026023;VEI Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S15;C;""
10026843;XVT Shop;G2;816-455-8733;10026843;100 East Inyo;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;93274
10000466;A2Z Store;G2;816-455-8733;10000466;3213 Orange Grove Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;95660
10011870;Fenwick Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10018580;K Supermarket;G2;816-455-8733;10018580;PO Box 790;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S1;C;77704
10009656;DCS Market;G2;816-455-8733;10009656;PO Box 450;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;96091
10021145;Pacel Shop;G2;816-455-8733;10021145;1127 South First Street NE;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;39601
10004516;Besicorp Shop;G1;816-455-8733;10004516;Vehicle Operations;Building 540 53G/23/1;Banbury Road;Não informado;1;International;M1;R3;1;S19;C;CV35 ORG
10023793;Savetz Store;G2;816-455-8733;10023793;PO Box 249;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S2;C;70744
10005376;Bibb Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10019469;kGS Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10022444;R.J. Market;G2;816-455-8733;10022444;Detroit Technical Center;37002 Industrial Road;Não informado;Não informado;2;Domestic;Não informado;O2;1;S12;C;48150
10023760;SataMine Shop;G2;816-455-8733;10023760;60 Lafayette Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;3862
10020184;Matradi Megastore;G2;816-455-8733;10020184;Corporation USA;Nissan Drive;Não informado;Não informado;2;Domestic;Não informado;O2;1;S12;C;37167
10019900;LiveWire Supermarket;G2;816-455-8733;10019900;3248 Auburn Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;95821
10021668;Pathlight Market;G2;816-455-8733;10021668;13208 East 40 Highway;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;64055
10019879;Litton Shop;G2;816-455-8733;10019879;3564 Buford Highway;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;30096
10022249;Quantum Supermarket;G2;816-455-8733;10022249;201 Old Boiling Springs Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;28152
10002153;Ace Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;C;""
10020256;Maxtor Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10023023;Crew Superstore;G2;816-455-8733;10023023;600 South Brooks Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R1;1;S20;C;56701
10021911;PING Shop;G1;816-455-8733;10021911;Cnr Avalon Drv & Tasman Road;PO Box 20077;Não informado;Não informado;2;Domestic;M1;R3;1;S19;C;Não informado
10021240;PAGE Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10006917;Borden Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10020192;MATRIX Shop;G2;816-455-8733;10020192;3248 Auburn Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;95821
10002969;activeDesign Shop;G2;816-455-8733;10002969;12000 Balls Ford Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;20109
10019388;KeyComm Shop;G2;816-455-8733;10019388;1101 N College Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;80524
10017576;Illuminati Shop;G2;816-455-8733;10017576;PO Box 10455;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;70181
10011093;EMC Shop;G2;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S16;C;""
10015253;Hekimian Store;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S8;C;""
10025034;Talou Shop;G2;816-455-8733;10025034;395 Smitty Way;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S4;C;91720
10025033;Tally Store;G2;816-455-8733;10025033;226 North 13th;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;59101
10018871;Karsings;G2;816-455-8733;10018871;Field Accounting Department;PO Box 2003;Não informado;Não informado;2;Domestic;Não informado;O2;1;S12;C;48151
10023538;Salamander Supermarket;G2;816-455-8733;10023538;Attention: Accounts Payable;4900 Alliance Gateway Freeway;Não informado;Não informado;2;Domestic;Não informado;R1;1;S11;C;76177
10024477;Smith Supermarket;G1;816-455-8733;10024477;Modulo 2 Manzana 27;Parque Industrial;Não informado;Não informado;1;International;M1;R3;1;S16;C;Não informado
10025769;UUmail Shop;G2;816-455-8733;10025769;850 Commerce Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;96002
CustomerKey;Customer;Customer_Type;Phone;Address_Number;Customer_Address_1;Customer_Address_2;Customer_Address_3;Customer_Address_4;Division;Division_Name;Line_of_Business;Business_Family;Business_Unit;Regional_Sales_Mgr;Search_Type;Zip_Code
10022423;Qwest Shop;G2;816-455-8733;10022423;12110 Best Place;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;45241
10014540;HarveyOpolis Shop;G1;816-455-8733;10014540;Avda Bdo O'Higgins;Não informado;Não informado;Não informado;1;International;M1;R3;1;S16;C;Não informado
10006977;Brazilian Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10014059;GURUs Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;C;""
10013079;Gandalf Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10025021;Tailwind Shop;G2;816-455-8733;10025021;1151 W Main;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;54115
10025032;Talkland Shop;G1;816-455-8733;10025032;c/o Rampar International Trade Corp.;6260 Place Northcrest Suite 305;Não informado;Não informado;1;International;M1;R3;1;S19;C;H3S 2T4
10021911;Ping Shop;G2;816-455-8733;10021911;PO Box 2187;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;38803-2187
10017553;iLanguage Shop;G2;816-455-8733;10017553;PO Box 660;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;66067-3805
10009653;DCP Supermarket;G3;816-455-8733;10009653;3355 American Drive;Não informado;Não informado;Não informado;1;International;Não informado;R2;1;S8;C;L4V 1B3
10013670;Gehlken Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10023964;Science Store;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S5;C;""
10021986;Pinnacle Supermarket;G2;816-455-8733;10021986;S&PD-Special Accounts Sales;PO Box 537940;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;48153-7940
10025919;Vanstars;G2;816-455-8733;10025919;801 West Artesia Boulevard;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;90220
10000462;a2i Shop;G2;816-455-8733;10000462;6311 North Lindbergh Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;63042
10025560;Unisys Supermarket;G2;816-455-8733;10025560;125 Hampton Ct.;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;28032
10019942;LMAO superplace;G2;816-455-8733;10019942;299 East Country Road 300 South;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;47362
10013238;Gastown Store;G2;816-455-8733;10013238;PO Box 5222;Não informado;Não informado;Não informado;2;Domestic;Não informado;R1;1;S11;C;53547-5222
10010906;ediSys Shop;G2;816-455-8733;10010906;5702 Industry Lane Unit B1 & 2;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;21704
10018518;K Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10012369;Finest Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S4;C;""
10020639;NECX Market;G2;816-455-8733;10020639;PO Box 3445;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;74101-3445
10012226;Fills;G2;816-455-8733;10012226;Worldwide Purchasing;1996 Technology Drive;Mail Code 483-619-114;Não informado;2;Domestic;Não informado;R3;1;S13;C;48083
10000469;A-2-Z Supermarket;G3;816-455-8733;10000469;Attention:  Accounts Payable;7025 Ontario Street East;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;H1N 2B3
10020915;Ottercom Shop;G2;816-455-8733;10020915;2600 West Route 120;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;60050
10004207;Bell Store;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10024541;Southern Supermarket;G2;816-455-8733;10024541;Americas Body Company;PO Box 46539;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;44146
10025549;UNIS Supermarket;G2;816-455-8733;10025549;PO Box 21;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;17256-0021
10021411;Panix Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S4;C;""
10025737;Userland Maxistore;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10008602;Caprica Supermarket;G2;816-455-8733;10008602;209 Sanford Road (Route 109);Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;4090
10013765;Gemini Supermarket;G2;816-455-8733;10013765;5821 Hampton Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;63109
10011623;Federal Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S3;C;""
10011499;Farmland Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S14;C;""
10000475;AA-Wizard Shop;G2;816-455-8733;10000475;5745 N Tryon Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;28213
10027370;Zeroo Gigastore;G1;816-455-8733;10027370;General Pardinas 112 Bis;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;28006
10026268;WarRoom Store;G3;816-455-8733;10026268;Unit 403 - 17665 - 66A Avenue;Não informado;Não informado;Não informado;1;International;Não informado;R2;1;S8;C;V3S-2A7
10017852;J.A. Supermarket;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10021485;Paracel Gigaplace;G2;816-455-8733;10021485;FOB: Clackamas;Attention: Accounts Payable Department;PO Box 47700;Não informado;2;Domestic;Não informado;R1;1;S22;C;55340-0700
10022431;R&J Shop;G2;816-455-8733;10022431;845 Third Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S11;C;24179
10017036;Icon Superstore;G2;816-455-8733;10017036;580 Yankee Doodle Rd Ste 1200;Não informado;Não informado;Não informado;2;Domestic;Não informado;R1;1;S11;C;55121
10017307;Idyll Store;G3;816-455-8733;10017307;10401 Boul Parkway;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S8;C;H1V 1R4
10021242;Page Store;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S17;C;""
10025039;Tandy Superstore;G2;816-455-8733;10025039;9049 Tyler Blvd.;Não informado;Não informado;Não informado;2;Domestic;Não informado;R1;1;S11;C;44060
10005919;Big Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S4;C;""
10006846;Bizmarts Shop;G2;816-455-8733;10006846;1023 Kansas Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;95351
10002136;AccessWare Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S20;C;""
10012158;Filene? Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10019066;KENROB Megaplace;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10009657;DC-Works Shop;G2;816-455-8733;10009657;12 Lexington Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;4240
10011018;Eloi Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10007122;C Store;G2;816-455-8733;10007122;22015 South I-35;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;78610
10025284;Towmotor Supermarket;G2;816-455-8733;10025284;19745 Meekland Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;94541
10007253;C3 Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10000455;Caribian Supermarket;G2;816-455-8733;10000455;7392 Count Circle;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;92647
10016047;High Store;G2;816-455-8733;10016047;975 Main Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;37206
10020914;Onetouch Supermarket;G2;816-455-8733;10020914;PO Box 547;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;71225-0547
10014803;HCHS Shop;G2;816-455-8733;10014803;3056 Eastern Avenue SE;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;49508
10010990;Elbit Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R1;1;S20;C;""
10013397;G-Com Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S9;C;""
10019682;Lamson Store;G2;816-455-8733;10019682;PO Box 409;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S3;C;57039
10015956;Hidden Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S9;C;""
10024016;Screen Supermarket;G1;816-455-8733;10024016;1-16-33 Kotsubo Zushi;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;249-0008
10011345;Emergent Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10008593;Capitola Market;G2;816-455-8733;10008593;PO Box 99;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;62249
10015030;Hegemony Shop;G2;816-455-8733;10015030;2192 Viking Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;99501
10013870;Greymac Trust Company;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10012157;Fifth Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S9;C;""
10024022;Screen Supermarket;G2;816-455-8733;10024022;9950 Jeronimo Road;Attention: Sohaila;Não informado;Não informado;2;Domestic;Não informado;R1;1;S20;C;92618
10024704;Sterling Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
